VTX, IDX, _15.x, _15.y, _15.z, _18.x, _18.y, _18.z, _22.x, _22.y, _22.z, _22.w, _21.x, _21.y
1874, 381, -0.28849,  0.06726,  0.24131, -0.4326,  0.87598,  0.21336, -0.43776, -0.41096,  0.79968, -1.00,  0.14954,  0.82373
1875, 367, -0.14271,  0.07808,  0.33585,  0.67967, -0.65896,  0.32221, -0.62906, -0.29771,  0.71809, -1.00,  0.15613,  0.6582
1876, 386, -0.11385,  0.08736,  0.2918,  0.24921, -0.71271,  0.65569, -0.59144,  0.42412,  0.6858, -1.00,  0.09857,  0.6582
1877, 384, -0.11553,  0.09283,  0.28931,  0.22541,  0.96728, -0.11647, -0.57692,  0.22885,  0.78409, -1.00,  0.09857,  0.66455
1878, 369, -0.13028,  0.07954,  0.28129, -0.01624, -0.92188,  0.38713, -0.57826,  0.32452,  0.74853, -1.00,  0.09857,  0.63916
1879, 386, -0.11385,  0.08736,  0.2918,  0.24921, -0.71271,  0.65569, -0.59144,  0.42412,  0.6858, -1.00,  0.09857,  0.6582
1880, 367, -0.14271,  0.07808,  0.33585,  0.67967, -0.65896,  0.32221, -0.62906, -0.29771,  0.71809, -1.00,  0.15613,  0.6582
1881, 387, -0.10011,  0.0461,  0.24377, -0.47167, -0.6987,  0.5379, -0.46753,  0.71538,  0.51927, -1.00,  0.04156,  0.63916
1882, 386, -0.11385,  0.08736,  0.2918,  0.24921, -0.71271,  0.65569, -0.59144,  0.42412,  0.6858, -1.00,  0.09857,  0.6582
1883, 369, -0.13028,  0.07954,  0.28129, -0.01624, -0.92188,  0.38713, -0.57826,  0.32452,  0.74853, -1.00,  0.09857,  0.63916
1884, 387, -0.10011,  0.0461,  0.24377, -0.47167, -0.6987,  0.5379, -0.46753,  0.71538,  0.51927, -1.00,  0.04156,  0.63916
1885, 388, -0.08298,  0.04819,  0.25552, -0.22967, -0.58811,  0.77549, -0.43422,  0.77501,  0.45915, -1.00,  0.04156,  0.6582
1886, 386, -0.11385,  0.08736,  0.2918,  0.24921, -0.71271,  0.65569, -0.59144,  0.42412,  0.6858, -1.00,  0.09857,  0.6582
1887, 388, -0.08298,  0.04819,  0.25552, -0.22967, -0.58811,  0.77549, -0.43422,  0.77501,  0.45915, -1.00,  0.04156,  0.6582
1888, 387, -0.10011,  0.0461,  0.24377, -0.47167, -0.6987,  0.5379, -0.46753,  0.71538,  0.51927, -1.00,  0.04156,  0.63916
1889, 389, -0.09174,  0.02251,  0.23625, -0.8202, -0.018,  0.5718,  0.01864,  0.99813,  0.05815, -1.00,  0.01685,  0.63916
1890, 388, -0.08298,  0.04819,  0.25552, -0.22967, -0.58811,  0.77549, -0.43422,  0.77501,  0.45915, -1.00,  0.04156,  0.6582
1891, 389, -0.09174,  0.02251,  0.23625, -0.8202, -0.018,  0.5718,  0.01864,  0.99813,  0.05815, -1.00,  0.01685,  0.63916
1892, 390, -0.07475,  0.0249,  0.24824, -0.51414,  0.02281,  0.8574, -0.10973,  0.98968, -0.09213, -1.00,  0.01686,  0.6582
1893, 386, -0.11385,  0.08736,  0.2918,  0.24921, -0.71271,  0.65569, -0.59144,  0.42412,  0.6858, -1.00,  0.09857,  0.6582
1894, 388, -0.08298,  0.04819,  0.25552, -0.22967, -0.58811,  0.77549, -0.43422,  0.77501,  0.45915, -1.00,  0.04156,  0.6582
1895, 391, -0.08214,  0.05126,  0.25021,  0.624,  0.70281, -0.34159, -0.52055,  0.69988,  0.48908, -1.00,  0.04156,  0.66455
1896, 391, -0.08214,  0.05126,  0.25021,  0.624,  0.70281, -0.34159, -0.52055,  0.69988,  0.48908, -1.00,  0.04156,  0.66455
1897, 388, -0.08298,  0.04819,  0.25552, -0.22967, -0.58811,  0.77549, -0.43422,  0.77501,  0.45915, -1.00,  0.04156,  0.6582
1898, 390, -0.07475,  0.0249,  0.24824, -0.51414,  0.02281,  0.8574, -0.10973,  0.98968, -0.09213, -1.00,  0.01686,  0.6582
1899, 386, -0.11385,  0.08736,  0.2918,  0.24921, -0.71271,  0.65569, -0.59144,  0.42412,  0.6858, -1.00,  0.09857,  0.6582
1900, 391, -0.08214,  0.05126,  0.25021,  0.624,  0.70281, -0.34159, -0.52055,  0.69988,  0.48908, -1.00,  0.04156,  0.66455
1901, 384, -0.11553,  0.09283,  0.28931,  0.22541,  0.96728, -0.11647, -0.57692,  0.22885,  0.78409, -1.00,  0.09857,  0.66455
1902, 391, -0.08214,  0.05126,  0.25021,  0.624,  0.70281, -0.34159, -0.52055,  0.69988,  0.48908, -1.00,  0.04156,  0.66455
1903, 390, -0.07475,  0.0249,  0.24824, -0.51414,  0.02281,  0.8574, -0.10973,  0.98968, -0.09213, -1.00,  0.01686,  0.6582
1904, 392, -0.07256,  0.02513,  0.2422,  0.89907,  0.05593, -0.43422,  0.00091,  0.99157,  0.1296, -1.00,  0.01686,  0.66455
1905, 393, -0.09009,  0.02319,  0.23152,  0.80382,  0.02897, -0.59417,  0.00691,  0.99829,  0.05802, -1.00,  0.01682,  0.68213
1906, 391, -0.08214,  0.05126,  0.25021,  0.624,  0.70281, -0.34159, -0.52055,  0.69988,  0.48908, -1.00,  0.04156,  0.66455
1907, 392, -0.07256,  0.02513,  0.2422,  0.89907,  0.05593, -0.43422,  0.00091,  0.99157,  0.1296, -1.00,  0.01686,  0.66455
1908, 384, -0.11553,  0.09283,  0.28931,  0.22541,  0.96728, -0.11647, -0.57692,  0.22885,  0.78409, -1.00,  0.09857,  0.66455
1909, 391, -0.08214,  0.05126,  0.25021,  0.624,  0.70281, -0.34159, -0.52055,  0.69988,  0.48908, -1.00,  0.04156,  0.66455
1910, 394, -0.09899,  0.04865,  0.24002,  0.5013,  0.71082, -0.49339, -0.48414,  0.70302,  0.52094, -1.00,  0.04254,  0.68213
1911, 393, -0.09009,  0.02319,  0.23152,  0.80382,  0.02897, -0.59417,  0.00691,  0.99829,  0.05802, -1.00,  0.01682,  0.68213
1912, 394, -0.09899,  0.04865,  0.24002,  0.5013,  0.71082, -0.49339, -0.48414,  0.70302,  0.52094, -1.00,  0.04254,  0.68213
1913, 391, -0.08214,  0.05126,  0.25021,  0.624,  0.70281, -0.34159, -0.52055,  0.69988,  0.48908, -1.00,  0.04156,  0.66455
1914, 384, -0.11553,  0.09283,  0.28931,  0.22541,  0.96728, -0.11647, -0.57692,  0.22885,  0.78409, -1.00,  0.09857,  0.66455
1915, 394, -0.09899,  0.04865,  0.24002,  0.5013,  0.71082, -0.49339, -0.48414,  0.70302,  0.52094, -1.00,  0.04254,  0.68213
1916, 383, -0.1312,  0.08898,  0.27803,  0.10481,  0.95903, -0.26321, -0.5656,  0.27518,  0.77742, -1.00,  0.0993,  0.68213
1917, 395, -0.12575,  0.01939,  0.20599,  0.821, -0.00854, -0.57086,  0.05174,  0.99689,  0.0595, -1.00,  0.0168,  0.72168
1918, 394, -0.09899,  0.04865,  0.24002,  0.5013,  0.71082, -0.49339, -0.48414,  0.70302,  0.52094, -1.00,  0.04254,  0.68213
1919, 393, -0.09009,  0.02319,  0.23152,  0.80382,  0.02897, -0.59417,  0.00691,  0.99829,  0.05802, -1.00,  0.01682,  0.68213
1920, 396, -0.13702,  0.04345,  0.21272,  0.49886,  0.73203, -0.46397, -0.49258,  0.67995,  0.54317, -1.00,  0.04254,  0.72461
1921, 383, -0.1312,  0.08898,  0.27803,  0.10481,  0.95903, -0.26321, -0.5656,  0.27518,  0.77742, -1.00,  0.0993,  0.68213
1922, 394, -0.09899,  0.04865,  0.24002,  0.5013,  0.71082, -0.49339, -0.48414,  0.70302,  0.52094, -1.00,  0.04254,  0.68213
1923, 395, -0.12575,  0.01939,  0.20599,  0.821, -0.00854, -0.57086,  0.05174,  0.99689,  0.0595, -1.00,  0.0168,  0.72168
1924, 396, -0.13702,  0.04345,  0.21272,  0.49886,  0.73203, -0.46397, -0.49258,  0.67995,  0.54317, -1.00,  0.04254,  0.72461
1925, 394, -0.09899,  0.04865,  0.24002,  0.5013,  0.71082, -0.49339, -0.48414,  0.70302,  0.52094, -1.00,  0.04254,  0.68213
1926, 396, -0.13702,  0.04345,  0.21272,  0.49886,  0.73203, -0.46397, -0.49258,  0.67995,  0.54317, -1.00,  0.04254,  0.72461
1927, 382, -0.17837,  0.07829,  0.2454,  0.11388,  0.96405, -0.24006, -0.55445,  0.26218,  0.78984, -1.00,  0.09784,  0.73535
1928, 383, -0.1312,  0.08898,  0.27803,  0.10481,  0.95903, -0.26321, -0.5656,  0.27518,  0.77742, -1.00,  0.0993,  0.68213
1929, 397, -0.17369,  0.03823,  0.18613,  0.50853,  0.75886, -0.40685, -0.51349,  0.64657,  0.56416, -1.00,  0.04178,  0.76514
1930, 396, -0.13702,  0.04345,  0.21272,  0.49886,  0.73203, -0.46397, -0.49258,  0.67995,  0.54317, -1.00,  0.04254,  0.72461
1931, 395, -0.12575,  0.01939,  0.20599,  0.821, -0.00854, -0.57086,  0.05174,  0.99689,  0.0595, -1.00,  0.0168,  0.72168
1932, 397, -0.17369,  0.03823,  0.18613,  0.50853,  0.75886, -0.40685, -0.51349,  0.64657,  0.56416, -1.00,  0.04178,  0.76514
1933, 382, -0.17837,  0.07829,  0.2454,  0.11388,  0.96405, -0.24006, -0.55445,  0.26218,  0.78984, -1.00,  0.09784,  0.73535
1934, 396, -0.13702,  0.04345,  0.21272,  0.49886,  0.73203, -0.46397, -0.49258,  0.67995,  0.54317, -1.00,  0.04254,  0.72461
1935, 397, -0.17369,  0.03823,  0.18613,  0.50853,  0.75886, -0.40685, -0.51349,  0.64657,  0.56416, -1.00,  0.04178,  0.76514
1936, 395, -0.12575,  0.01939,  0.20599,  0.821, -0.00854, -0.57086,  0.05174,  0.99689,  0.0595, -1.00,  0.0168,  0.72168
1937, 398, -0.16907,  0.01347,  0.17891,  0.88056,  0.01525, -0.47369,  0.04042,  0.99342,  0.10712, -1.00,  0.0168,  0.76709
1938, 397, -0.17369,  0.03823,  0.18613,  0.50853,  0.75886, -0.40685, -0.51349,  0.64657,  0.56416, -1.00,  0.04178,  0.76514
1939, 385, -0.23011,  0.06924,  0.21005,  0.12852,  0.97048, -0.20408, -0.54628,  0.24103,  0.80218, -1.00,  0.09576,  0.79346
1940, 382, -0.17837,  0.07829,  0.2454,  0.11388,  0.96405, -0.24006, -0.55445,  0.26218,  0.78984, -1.00,  0.09784,  0.73535
1941, 398, -0.16907,  0.01347,  0.17891,  0.88056,  0.01525, -0.47369,  0.04042,  0.99342,  0.10712, -1.00,  0.0168,  0.76709
1942, 399, -0.19796,  0.03813,  0.17069,  0.52015,  0.8116, -0.26599, -0.58633,  0.56578,  0.57976, -1.00,  0.04327,  0.79102
1943, 397, -0.17369,  0.03823,  0.18613,  0.50853,  0.75886, -0.40685, -0.51349,  0.64657,  0.56416, -1.00,  0.04178,  0.76514
1944, 385, -0.23011,  0.06924,  0.21005,  0.12852,  0.97048, -0.20408, -0.54628,  0.24103,  0.80218, -1.00,  0.09576,  0.79346
1945, 397, -0.17369,  0.03823,  0.18613,  0.50853,  0.75886, -0.40685, -0.51349,  0.64657,  0.56416, -1.00,  0.04178,  0.76514
1946, 399, -0.19796,  0.03813,  0.17069,  0.52015,  0.8116, -0.26599, -0.58633,  0.56578,  0.57976, -1.00,  0.04327,  0.79102
1947, 398, -0.16907,  0.01347,  0.17891,  0.88056,  0.01525, -0.47369,  0.04042,  0.99342,  0.10712, -1.00,  0.0168,  0.76709
1948, 400, -0.18615,  0.01047,  0.16595,  0.94839,  0.05841, -0.31168, -0.00492,  0.98548,  0.16973, -1.00,  0.01688,  0.78711
1949, 399, -0.19796,  0.03813,  0.17069,  0.52015,  0.8116, -0.26599, -0.58633,  0.56578,  0.57976, -1.00,  0.04327,  0.79102
1950, 400, -0.18615,  0.01047,  0.16595,  0.94839,  0.05841, -0.31168, -0.00492,  0.98548,  0.16973, -1.00,  0.01688,  0.78711
1951, 401, -0.20431,  0.03962,  0.16559,  0.54506,  0.80844,  0.22211, -0.72071,  0.31646,  0.61679, -1.00,  0.04395,  0.79883
1952, 399, -0.19796,  0.03813,  0.17069,  0.52015,  0.8116, -0.26599, -0.58633,  0.56578,  0.57976, -1.00,  0.04327,  0.79102
1953, 400, -0.18615,  0.01047,  0.16595,  0.94839,  0.05841, -0.31168, -0.00492,  0.98548,  0.16973, -1.00,  0.01688,  0.78711
1954, 402, -0.18907,  0.00997,  0.16097,  0.93275,  0.0152,  0.36019, -0.14625,  0.92916,  0.33953, -1.00,  0.0168,  0.79297
1955, 401, -0.20431,  0.03962,  0.16559,  0.54506,  0.80844,  0.22211, -0.72071,  0.31646,  0.61679, -1.00,  0.04395,  0.79883
1956, 403, -0.267,  0.06745,  0.17568, -0.0112,  0.99522,  0.09706, -0.58357, -0.08533,  0.80757, -1.00,  0.0863,  0.83984
1957, 399, -0.19796,  0.03813,  0.17069,  0.52015,  0.8116, -0.26599, -0.58633,  0.56578,  0.57976, -1.00,  0.04327,  0.79102
1958, 401, -0.20431,  0.03962,  0.16559,  0.54506,  0.80844,  0.22211, -0.72071,  0.31646,  0.61679, -1.00,  0.04395,  0.79883
1959, 385, -0.23011,  0.06924,  0.21005,  0.12852,  0.97048, -0.20408, -0.54628,  0.24103,  0.80218, -1.00,  0.09576,  0.79346
1960, 399, -0.19796,  0.03813,  0.17069,  0.52015,  0.8116, -0.26599, -0.58633,  0.56578,  0.57976, -1.00,  0.04327,  0.79102
1961, 404, -0.25907,  0.066,  0.18916,  0.14591,  0.98497, -0.09249, -0.55931,  0.15924,  0.81352, -1.00,  0.09357,  0.82617
1962, 403, -0.267,  0.06745,  0.17568, -0.0112,  0.99522,  0.09706, -0.58357, -0.08533,  0.80757, -1.00,  0.0863,  0.83984
1963, 404, -0.25907,  0.066,  0.18916,  0.14591,  0.98497, -0.09249, -0.55931,  0.15924,  0.81352, -1.00,  0.09357,  0.82617
1964, 399, -0.19796,  0.03813,  0.17069,  0.52015,  0.8116, -0.26599, -0.58633,  0.56578,  0.57976, -1.00,  0.04327,  0.79102
1965, 385, -0.23011,  0.06924,  0.21005,  0.12852,  0.97048, -0.20408, -0.54628,  0.24103,  0.80218, -1.00,  0.09576,  0.79346
1966, 404, -0.25907,  0.066,  0.18916,  0.14591,  0.98497, -0.09249, -0.55931,  0.15924,  0.81352, -1.00,  0.09357,  0.82617
1967, 349, -0.33109,  0.06188,  0.21475, -0.36647,  0.90044,  0.23431, -0.46328, -0.39499,  0.79332, -1.00,  0.14844,  0.87061
1968, 404, -0.25907,  0.066,  0.18916,  0.14591,  0.98497, -0.09249, -0.55931,  0.15924,  0.81352, -1.00,  0.09357,  0.82617
1969, 403, -0.267,  0.06745,  0.17568, -0.0112,  0.99522,  0.09706, -0.58357, -0.08533,  0.80757, -1.00,  0.0863,  0.83984
1970, 350, -0.35475,  0.06222,  0.19657, -0.22765,  0.96802,  0.10539, -0.53854, -0.21534,  0.81462, -1.00,  0.14197,  0.89844
1971, 404, -0.25907,  0.066,  0.18916,  0.14591,  0.98497, -0.09249, -0.55931,  0.15924,  0.81352, -1.00,  0.09357,  0.82617
1972, 350, -0.35475,  0.06222,  0.19657, -0.22765,  0.96802,  0.10539, -0.53854, -0.21534,  0.81462, -1.00,  0.14197,  0.89844
1973, 349, -0.33109,  0.06188,  0.21475, -0.36647,  0.90044,  0.23431, -0.46328, -0.39499,  0.79332, -1.00,  0.14844,  0.87061
1974, 405, -0.094,  0.1224, -0.18441, -0.27331,  0.53474, -0.79959,  0.38406, -0.70145, -0.60039, -1.00,  0.85303,  0.6543
1975, 406, -0.10838,  0.11516, -0.17974, -0.66151,  0.13104, -0.7384,  0.35562, -0.81206, -0.46271, -1.00,  0.85303,  0.63818
1976, 407, -0.13014,  0.15419, -0.16418, -0.39654, -0.0898, -0.91361,  0.50322, -0.85362, -0.13452, -1.00,  0.80371,  0.63818
1977, 405, -0.094,  0.1224, -0.18441, -0.27331,  0.53474, -0.79959,  0.38406, -0.70145, -0.60039, -1.00,  0.85303,  0.6543
1978, 407, -0.13014,  0.15419, -0.16418, -0.39654, -0.0898, -0.91361,  0.50322, -0.85362, -0.13452, -1.00,  0.80371,  0.63818
1979, 408, -0.11695,  0.16304, -0.16809, -0.10078,  0.22989, -0.96798,  0.49842, -0.83038, -0.2491, -1.00,  0.80371,  0.6543
1980, 408, -0.11695,  0.16304, -0.16809, -0.10078,  0.22989, -0.96798,  0.49842, -0.83038, -0.2491, -1.00,  0.80371,  0.6543
1981, 407, -0.13014,  0.15419, -0.16418, -0.39654, -0.0898, -0.91361,  0.50322, -0.85362, -0.13452, -1.00,  0.80371,  0.63818
1982, 409, -0.15696,  0.19643, -0.16891,  0.25903, -0.40396, -0.87734,  0.58006, -0.66123,  0.47572, -1.00,  0.75098,  0.63818
1983, 410, -0.09095,  0.11806, -0.18032,  0.79129, -0.01548,  0.61124,  0.32547, -0.83563, -0.4425, -1.00,  0.85303,  0.66113
1984, 405, -0.094,  0.1224, -0.18441, -0.27331,  0.53474, -0.79959,  0.38406, -0.70145, -0.60039, -1.00,  0.85303,  0.6543
1985, 408, -0.11695,  0.16304, -0.16809, -0.10078,  0.22989, -0.96798,  0.49842, -0.83038, -0.2491, -1.00,  0.80371,  0.6543
1986, 408, -0.11695,  0.16304, -0.16809, -0.10078,  0.22989, -0.96798,  0.49842, -0.83038, -0.2491, -1.00,  0.80371,  0.6543
1987, 409, -0.15696,  0.19643, -0.16891,  0.25903, -0.40396, -0.87734,  0.58006, -0.66123,  0.47572, -1.00,  0.75098,  0.63818
1988, 411, -0.14561,  0.20862, -0.16891,  0.5331,  0.12802, -0.83631,  0.70537, -0.61309,  0.35577, -1.00,  0.75098,  0.6543
1989, 411, -0.14561,  0.20862, -0.16891,  0.5331,  0.12802, -0.83631,  0.70537, -0.61309,  0.35577, -1.00,  0.75098,  0.6543
1990, 409, -0.15696,  0.19643, -0.16891,  0.25903, -0.40396, -0.87734,  0.58006, -0.66123,  0.47572, -1.00,  0.75098,  0.63818
1991, 412, -0.18235,  0.21169, -0.21909,  0.73802, -0.57861, -0.3472,  0.39081, -0.05295,  0.91895, -1.00,  0.68994,  0.63818
1992, 411, -0.14561,  0.20862, -0.16891,  0.5331,  0.12802, -0.83631,  0.70537, -0.61309,  0.35577, -1.00,  0.75098,  0.6543
