VTX, IDX, _15.x, _15.y, _15.z, _18.x, _18.y, _18.z, _22.x, _22.y, _22.z, _22.w, _21.x, _21.y
1292, 269,  0.1623, -0.03212,  0.23995, -0.08374, -0.39364,  0.91544, -0.1035, -0.91026, -0.40088, -1.00,  0.03241,  0.04105
1293, 263,  0.09337, -0.02691,  0.23413, -0.12639, -0.40657,  0.90483, -0.06948, -0.90628, -0.41693, -1.00,  0.03171,  0.0993
1294, 268,  0.08452, -0.11787,  0.17667, -0.14386, -0.78005,  0.60896, -0.06781, -0.60615, -0.79246, -1.00,  0.11011,  0.09857
1295, 269,  0.1623, -0.03212,  0.23995, -0.08374, -0.39364,  0.91544, -0.1035, -0.91026, -0.40088, -1.00,  0.03241,  0.04105
1296, 264,  0.09703,  0.01086,  0.23694, -0.0783,  0.0239,  0.99664, -0.09376, -0.99546,  0.0165, -1.00,  0.00578,  0.09875
1297, 269,  0.1623, -0.03212,  0.23995, -0.08374, -0.39364,  0.91544, -0.1035, -0.91026, -0.40088, -1.00,  0.03241,  0.04105
1298, 270,  0.16725,  0.00626,  0.23786, -0.01436,  0.12864,  0.99159, -0.12906, -0.98363,  0.12574, -1.00,  0.00591,  0.04105
1299, 260, -0.13939, -0.11762, -0.08881, -0.2084, -0.93694, -0.28055,  0.01221,  0.28433, -0.95865, -1.00,  0.32031,  0.29248
1300, 271, -0.05716, -0.13575, -0.08444, -0.15317, -0.96561, -0.21009,  0.01686,  0.21002, -0.97755, -1.00,  0.32007,  0.22681
1301, 265, -0.05696, -0.13631, -0.01532, -0.14849, -0.98792, -0.04438,  0.00357,  0.04434, -0.99901, -1.00,  0.2605,  0.22632
1302, 266, -0.13866, -0.08661, -0.14375, -0.19097, -0.82247, -0.5358,  0.03595,  0.53961, -0.84114, -1.00,  0.37671,  0.29419
1303, 271, -0.05716, -0.13575, -0.08444, -0.15317, -0.96561, -0.21009,  0.01686,  0.21002, -0.97755, -1.00,  0.32007,  0.22681
1304, 260, -0.13939, -0.11762, -0.08881, -0.2084, -0.93694, -0.28055,  0.01221,  0.28433, -0.95865, -1.00,  0.32031,  0.29248
1305, 266, -0.13866, -0.08661, -0.14375, -0.19097, -0.82247, -0.5358,  0.03595,  0.53961, -0.84114, -1.00,  0.37671,  0.29419
1306, 180, -0.13818, -0.0478, -0.19087, -0.09016, -0.59168, -0.80112,  0.04269,  0.80136, -0.59666, -1.00,  0.42822,  0.29614
1307, 272, -0.05585, -0.06409, -0.18769, -0.11581, -0.61923, -0.77662,  0.01899,  0.78036, -0.62505, -1.00,  0.42773,  0.22913
1308, 180, -0.13818, -0.0478, -0.19087, -0.09016, -0.59168, -0.80112,  0.04269,  0.80136, -0.59666, -1.00,  0.42822,  0.29614
1309, 178, -0.0544, -0.02649, -0.20862, -0.11963, -0.42618, -0.89669, -0.00205,  0.90328, -0.42904, -1.00,  0.45972,  0.22803
1310, 272, -0.05585, -0.06409, -0.18769, -0.11581, -0.61923, -0.77662,  0.01899,  0.78036, -0.62505, -1.00,  0.42773,  0.22913
1311, 265, -0.05696, -0.13631, -0.01532, -0.14849, -0.98792, -0.04438,  0.00357,  0.04434, -0.99901, -1.00,  0.2605,  0.22632
1312, 273,  0.01696, -0.14698, -0.01601, -0.1317, -0.98974, -0.0554,  0.00447,  0.0553, -0.99846, -1.00,  0.26025,  0.16187
1313, 267,  0.01662, -0.15509,  0.05814, -0.13945, -0.97398,  0.17865, -0.01539, -0.17826, -0.98386, -1.00,  0.20227,  0.16187
1314, 271, -0.05716, -0.13575, -0.08444, -0.15317, -0.96561, -0.21009,  0.01686,  0.21002, -0.97755, -1.00,  0.32007,  0.22681
1315, 273,  0.01696, -0.14698, -0.01601, -0.1317, -0.98974, -0.0554,  0.00447,  0.0553, -0.99846, -1.00,  0.26025,  0.16187
1316, 265, -0.05696, -0.13631, -0.01532, -0.14849, -0.98792, -0.04438,  0.00357,  0.04434, -0.99901, -1.00,  0.2605,  0.22632
1317, 267,  0.01662, -0.15509,  0.05814, -0.13945, -0.97398,  0.17865, -0.01539, -0.17826, -0.98386, -1.00,  0.20227,  0.16187
1318, 274,  0.08957, -0.16297,  0.05857, -0.1048, -0.97766,  0.18219, -0.01596, -0.18153, -0.98326, -1.00,  0.203,  0.0976
1319, 268,  0.08452, -0.11787,  0.17667, -0.14386, -0.78005,  0.60896, -0.06781, -0.60615, -0.79246, -1.00,  0.11011,  0.09857
1320, 273,  0.01696, -0.14698, -0.01601, -0.1317, -0.98974, -0.0554,  0.00447,  0.0553, -0.99846, -1.00,  0.26025,  0.16187
1321, 274,  0.08957, -0.16297,  0.05857, -0.1048, -0.97766,  0.18219, -0.01596, -0.18153, -0.98326, -1.00,  0.203,  0.0976
1322, 267,  0.01662, -0.15509,  0.05814, -0.13945, -0.97398,  0.17865, -0.01539, -0.17826, -0.98386, -1.00,  0.20227,  0.16187
1323, 266, -0.13866, -0.08661, -0.14375, -0.19097, -0.82247, -0.5358,  0.03595,  0.53961, -0.84114, -1.00,  0.37671,  0.29419
1324, 275, -0.05673, -0.10909, -0.1428, -0.15809, -0.82185, -0.54733,  0.02753,  0.55041, -0.83444, -1.00,  0.37671,  0.22815
1325, 271, -0.05716, -0.13575, -0.08444, -0.15317, -0.96561, -0.21009,  0.01686,  0.21002, -0.97755, -1.00,  0.32007,  0.22681
1326, 266, -0.13866, -0.08661, -0.14375, -0.19097, -0.82247, -0.5358,  0.03595,  0.53961, -0.84114, -1.00,  0.37671,  0.29419
1327, 272, -0.05585, -0.06409, -0.18769, -0.11581, -0.61923, -0.77662,  0.01899,  0.78036, -0.62505, -1.00,  0.42773,  0.22913
1328, 275, -0.05673, -0.10909, -0.1428, -0.15809, -0.82185, -0.54733,  0.02753,  0.55041, -0.83444, -1.00,  0.37671,  0.22815
1329, 272, -0.05585, -0.06409, -0.18769, -0.11581, -0.61923, -0.77662,  0.01899,  0.78036, -0.62505, -1.00,  0.42773,  0.22913
1330, 178, -0.0544, -0.02649, -0.20862, -0.11963, -0.42618, -0.89669, -0.00205,  0.90328, -0.42904, -1.00,  0.45972,  0.22803
1331, 276,  0.02062, -0.02935, -0.21703, -0.12568, -0.45732, -0.88038,  0.00969,  0.8868, -0.46204, -1.00,  0.45923,  0.16296
1332, 179,  0.0218,  0.00269, -0.2333, -0.10316, -0.11851, -0.98758,  0.03557,  0.9918, -0.12273, -1.00,  0.48511,  0.16187
1333, 276,  0.02062, -0.02935, -0.21703, -0.12568, -0.45732, -0.88038,  0.00969,  0.8868, -0.46204, -1.00,  0.45923,  0.16296
1334, 178, -0.0544, -0.02649, -0.20862, -0.11963, -0.42618, -0.89669, -0.00205,  0.90328, -0.42904, -1.00,  0.45972,  0.22803
1335, 271, -0.05716, -0.13575, -0.08444, -0.15317, -0.96561, -0.21009,  0.01686,  0.21002, -0.97755, -1.00,  0.32007,  0.22681
1336, 277,  0.01692, -0.14626, -0.08775, -0.13567, -0.9701, -0.20123,  0.01462,  0.20112, -0.97946, -1.00,  0.31958,  0.16211
1337, 273,  0.01696, -0.14698, -0.01601, -0.1317, -0.98974, -0.0554,  0.00447,  0.0553, -0.99846, -1.00,  0.26025,  0.16187
1338, 275, -0.05673, -0.10909, -0.1428, -0.15809, -0.82185, -0.54733,  0.02753,  0.55041, -0.83444, -1.00,  0.37671,  0.22815
1339, 277,  0.01692, -0.14626, -0.08775, -0.13567, -0.9701, -0.20123,  0.01462,  0.20112, -0.97946, -1.00,  0.31958,  0.16211
1340, 271, -0.05716, -0.13575, -0.08444, -0.15317, -0.96561, -0.21009,  0.01686,  0.21002, -0.97755, -1.00,  0.32007,  0.22681
1341, 275, -0.05673, -0.10909, -0.1428, -0.15809, -0.82185, -0.54733,  0.02753,  0.55041, -0.83444, -1.00,  0.37671,  0.22815
1342, 272, -0.05585, -0.06409, -0.18769, -0.11581, -0.61923, -0.77662,  0.01899,  0.78036, -0.62505, -1.00,  0.42773,  0.22913
1343, 278,  0.01924, -0.07059, -0.19512, -0.13472, -0.59672, -0.79106,  0.02105,  0.79643, -0.60436, -1.00,  0.42676,  0.16333
1344, 272, -0.05585, -0.06409, -0.18769, -0.11581, -0.61923, -0.77662,  0.01899,  0.78036, -0.62505, -1.00,  0.42773,  0.22913
1345, 276,  0.02062, -0.02935, -0.21703, -0.12568, -0.45732, -0.88038,  0.00969,  0.8868, -0.46204, -1.00,  0.45923,  0.16296
1346, 278,  0.01924, -0.07059, -0.19512, -0.13472, -0.59672, -0.79106,  0.02105,  0.79643, -0.60436, -1.00,  0.42676,  0.16333
1347, 279,  0.08607, -0.05843, -0.21594, -0.20104, -0.56782, -0.79822,  0.09382,  0.79995, -0.59269, -1.00,  0.45923,  0.10004
1348, 276,  0.02062, -0.02935, -0.21703, -0.12568, -0.45732, -0.88038,  0.00969,  0.8868, -0.46204, -1.00,  0.45923,  0.16296
1349, 179,  0.0218,  0.00269, -0.2333, -0.10316, -0.11851, -0.98758,  0.03557,  0.9918, -0.12273, -1.00,  0.48511,  0.16187
1350, 278,  0.01924, -0.07059, -0.19512, -0.13472, -0.59672, -0.79106,  0.02105,  0.79643, -0.60436, -1.00,  0.42676,  0.16333
1351, 276,  0.02062, -0.02935, -0.21703, -0.12568, -0.45732, -0.88038,  0.00969,  0.8868, -0.46204, -1.00,  0.45923,  0.16296
1352, 279,  0.08607, -0.05843, -0.21594, -0.20104, -0.56782, -0.79822,  0.09382,  0.79995, -0.59269, -1.00,  0.45923,  0.10004
1353, 280,  0.08978, -0.0278, -0.23619, -0.12505, -0.29526, -0.9472,  0.13271,  0.94113, -0.31089, -1.00,  0.48511,  0.09973
1354, 279,  0.08607, -0.05843, -0.21594, -0.20104, -0.56782, -0.79822,  0.09382,  0.79995, -0.59269, -1.00,  0.45923,  0.10004
1355, 179,  0.0218,  0.00269, -0.2333, -0.10316, -0.11851, -0.98758,  0.03557,  0.9918, -0.12273, -1.00,  0.48511,  0.16187
1356, 279,  0.08607, -0.05843, -0.21594, -0.20104, -0.56782, -0.79822,  0.09382,  0.79995, -0.59269, -1.00,  0.45923,  0.10004
1357, 280,  0.08978, -0.0278, -0.23619, -0.12505, -0.29526, -0.9472,  0.13271,  0.94113, -0.31089, -1.00,  0.48511,  0.09973
1358, 281,  0.16041, -0.03645, -0.24266, -0.15747, -0.26752, -0.9506,  0.1628,  0.94241, -0.29218, -1.00,  0.48511,  0.04105
1359, 275, -0.05673, -0.10909, -0.1428, -0.15809, -0.82185, -0.54733,  0.02753,  0.55041, -0.83444, -1.00,  0.37671,  0.22815
1360, 278,  0.01924, -0.07059, -0.19512, -0.13472, -0.59672, -0.79106,  0.02105,  0.79643, -0.60436, -1.00,  0.42676,  0.16333
1361, 282,  0.0177, -0.11984, -0.14947, -0.14065, -0.81041, -0.56873,  0.02932,  0.57078, -0.82058, -1.00,  0.37598,  0.16284
1362, 275, -0.05673, -0.10909, -0.1428, -0.15809, -0.82185, -0.54733,  0.02753,  0.55041, -0.83444, -1.00,  0.37671,  0.22815
1363, 282,  0.0177, -0.11984, -0.14947, -0.14065, -0.81041, -0.56873,  0.02932,  0.57078, -0.82058, -1.00,  0.37598,  0.16284
1364, 277,  0.01692, -0.14626, -0.08775, -0.13567, -0.9701, -0.20123,  0.01462,  0.20112, -0.97946, -1.00,  0.31958,  0.16211
1365, 277,  0.01692, -0.14626, -0.08775, -0.13567, -0.9701, -0.20123,  0.01462,  0.20112, -0.97946, -1.00,  0.31958,  0.16211
1366, 283,  0.08991, -0.15563, -0.01695, -0.11433, -0.99194, -0.05462,  0.00609,  0.05428, -0.99851, -1.00,  0.26074,  0.0976
1367, 273,  0.01696, -0.14698, -0.01601, -0.1317, -0.98974, -0.0554,  0.00447,  0.0553, -0.99846, -1.00,  0.26025,  0.16187
1368, 273,  0.01696, -0.14698, -0.01601, -0.1317, -0.98974, -0.0554,  0.00447,  0.0553, -0.99846, -1.00,  0.26025,  0.16187
1369, 283,  0.08991, -0.15563, -0.01695, -0.11433, -0.99194, -0.05462,  0.00609,  0.05428, -0.99851, -1.00,  0.26074,  0.0976
1370, 274,  0.08957, -0.16297,  0.05857, -0.1048, -0.97766,  0.18219, -0.01596, -0.18153, -0.98326, -1.00,  0.203,  0.0976
1371, 278,  0.01924, -0.07059, -0.19512, -0.13472, -0.59672, -0.79106,  0.02105,  0.79643, -0.60436, -1.00,  0.42676,  0.16333
1372, 279,  0.08607, -0.05843, -0.21594, -0.20104, -0.56782, -0.79822,  0.09382,  0.79995, -0.59269, -1.00,  0.45923,  0.10004
1373, 284,  0.08178, -0.09544, -0.185, -0.23058, -0.72909, -0.64441,  0.07582,  0.64678, -0.7589, -1.00,  0.42651,  0.09991
1374, 282,  0.0177, -0.11984, -0.14947, -0.14065, -0.81041, -0.56873,  0.02932,  0.57078, -0.82058, -1.00,  0.37598,  0.16284
1375, 278,  0.01924, -0.07059, -0.19512, -0.13472, -0.59672, -0.79106,  0.02105,  0.79643, -0.60436, -1.00,  0.42676,  0.16333
1376, 284,  0.08178, -0.09544, -0.185, -0.23058, -0.72909, -0.64441,  0.07582,  0.64678, -0.7589, -1.00,  0.42651,  0.09991
1377, 279,  0.08607, -0.05843, -0.21594, -0.20104, -0.56782, -0.79822,  0.09382,  0.79995, -0.59269, -1.00,  0.45923,  0.10004
1378, 281,  0.16041, -0.03645, -0.24266, -0.15747, -0.26752, -0.9506,  0.1628,  0.94241, -0.29218, -1.00,  0.48511,  0.04105
1379, 285,  0.15535, -0.06972, -0.22593, -0.20366, -0.53076, -0.82269,  0.12063,  0.82029, -0.55908, -1.00,  0.45947,  0.04105
1380, 284,  0.08178, -0.09544, -0.185, -0.23058, -0.72909, -0.64441,  0.07582,  0.64678, -0.7589, -1.00,  0.42651,  0.09991
1381, 279,  0.08607, -0.05843, -0.21594, -0.20104, -0.56782, -0.79822,  0.09382,  0.79995, -0.59269, -1.00,  0.45923,  0.10004
1382, 285,  0.15535, -0.06972, -0.22593, -0.20366, -0.53076, -0.82269,  0.12063,  0.82029, -0.55908, -1.00,  0.45947,  0.04105
1383, 286,  0.17802, -0.03837, -0.24609,  0.2777, -0.19219, -0.94125,  0.05294,  0.98136, -0.18476, -1.00,  0.48511,  0.02829
1384, 285,  0.15535, -0.06972, -0.22593, -0.20366, -0.53076, -0.82269,  0.12063,  0.82029, -0.55908, -1.00,  0.45947,  0.04105
1385, 281,  0.16041, -0.03645, -0.24266, -0.15747, -0.26752, -0.9506,  0.1628,  0.94241, -0.29218, -1.00,  0.48511,  0.04105
1386, 282,  0.0177, -0.11984, -0.14947, -0.14065, -0.81041, -0.56873,  0.02932,  0.57078, -0.82058, -1.00,  0.37598,  0.16284
1387, 287,  0.07712, -0.14721, -0.0569, -0.21676, -0.97596,  0.02297, -0.00793, -0.02177, -0.99973, -1.00,  0.31934,  0.0979
1388, 277,  0.01692, -0.14626, -0.08775, -0.13567, -0.9701, -0.20123,  0.01462,  0.20112, -0.97946, -1.00,  0.31958,  0.16211
1389, 277,  0.01692, -0.14626, -0.08775, -0.13567, -0.9701, -0.20123,  0.01462,  0.20112, -0.97946, -1.00,  0.31958,  0.16211
1390, 287,  0.07712, -0.14721, -0.0569, -0.21676, -0.97596,  0.02297, -0.00793, -0.02177, -0.99973, -1.00,  0.31934,  0.0979
1391, 283,  0.08991, -0.15563, -0.01695, -0.11433, -0.99194, -0.05462,  0.00609,  0.05428, -0.99851, -1.00,  0.26074,  0.0976
1392, 282,  0.0177, -0.11984, -0.14947, -0.14065, -0.81041, -0.56873,  0.02932,  0.57078, -0.82058, -1.00,  0.37598,  0.16284
1393, 288,  0.07765, -0.13475, -0.12619, -0.23292, -0.89941, -0.36989,  0.05095,  0.36854, -0.92821, -1.00,  0.37524,  0.09888
1394, 287,  0.07712, -0.14721, -0.0569, -0.21676, -0.97596,  0.02297, -0.00793, -0.02177, -0.99973, -1.00,  0.31934,  0.0979
1395, 282,  0.0177, -0.11984, -0.14947, -0.14065, -0.81041, -0.56873,  0.02932,  0.57078, -0.82058, -1.00,  0.37598,  0.16284
1396, 284,  0.08178, -0.09544, -0.185, -0.23058, -0.72909, -0.64441,  0.07582,  0.64678, -0.7589, -1.00,  0.42651,  0.09991
1397, 288,  0.07765, -0.13475, -0.12619, -0.23292, -0.89941, -0.36989,  0.05095,  0.36854, -0.92821, -1.00,  0.37524,  0.09888
1398, 283,  0.08991, -0.15563, -0.01695, -0.11433, -0.99194, -0.05462,  0.00609,  0.05428, -0.99851, -1.00,  0.26074,  0.0976
1399, 287,  0.07712, -0.14721, -0.0569, -0.21676, -0.97596,  0.02297, -0.00793, -0.02177, -0.99973, -1.00,  0.31934,  0.0979
1400, 289,  0.14102, -0.16117, -0.05839, -0.20453, -0.97853,  0.02558, -0.00436, -0.02522, -0.99967, -1.00,  0.3186,  0.04105
1401, 288,  0.07765, -0.13475, -0.12619, -0.23292, -0.89941, -0.36989,  0.05095,  0.36854, -0.92821, -1.00,  0.37524,  0.09888
1402, 289,  0.14102, -0.16117, -0.05839, -0.20453, -0.97853,  0.02558, -0.00436, -0.02522, -0.99967, -1.00,  0.3186,  0.04105
1403, 287,  0.07712, -0.14721, -0.0569, -0.21676, -0.97596,  0.02297, -0.00793, -0.02177, -0.99973, -1.00,  0.31934,  0.0979
1404, 284,  0.08178, -0.09544, -0.185, -0.23058, -0.72909, -0.64441,  0.07582,  0.64678, -0.7589, -1.00,  0.42651,  0.09991
1405, 290,  0.14235, -0.1505, -0.1298, -0.22427, -0.90642, -0.35792,  0.05571,  0.35475, -0.9333, -1.00,  0.37451,  0.04105
1406, 288,  0.07765, -0.13475, -0.12619, -0.23292, -0.89941, -0.36989,  0.05095,  0.36854, -0.92821, -1.00,  0.37524,  0.09888
1407, 288,  0.07765, -0.13475, -0.12619, -0.23292, -0.89941, -0.36989,  0.05095,  0.36854, -0.92821, -1.00,  0.37524,  0.09888
1408, 290,  0.14235, -0.1505, -0.1298, -0.22427, -0.90642, -0.35792,  0.05571,  0.35475, -0.9333, -1.00,  0.37451,  0.04105
1409, 289,  0.14102, -0.16117, -0.05839, -0.20453, -0.97853,  0.02558, -0.00436, -0.02522, -0.99967, -1.00,  0.3186,  0.04105
1410, 284,  0.08178, -0.09544, -0.185, -0.23058, -0.72909, -0.64441,  0.07582,  0.64678, -0.7589, -1.00,  0.42651,  0.09991
1411, 285,  0.15535, -0.06972, -0.22593, -0.20366, -0.53076, -0.82269,  0.12063,  0.82029, -0.55908, -1.00,  0.45947,  0.04105
1412, 291,  0.14865, -0.11126, -0.1948, -0.22988, -0.72886, -0.64492,  0.09436,  0.64285, -0.76016, -1.00,  0.42725,  0.04105
1413, 284,  0.08178, -0.09544, -0.185, -0.23058, -0.72909, -0.64441,  0.07582,  0.64678, -0.7589, -1.00,  0.42651,  0.09991
1414, 291,  0.14865, -0.11126, -0.1948, -0.22988, -0.72886, -0.64492,  0.09436,  0.64285, -0.76016, -1.00,  0.42725,  0.04105
1415, 290,  0.14235, -0.1505, -0.1298, -0.22427, -0.90642, -0.35792,  0.05571,  0.35475, -0.9333, -1.00,  0.37451,  0.04105
1416, 286,  0.17802, -0.03837, -0.24609,  0.2777, -0.19219, -0.94125,  0.05294,  0.98136, -0.18476, -1.00,  0.48511,  0.02829
1417, 292,  0.17293, -0.07299, -0.22827,  0.26088, -0.54783, -0.79488,  0.13334,  0.83594, -0.53237, -1.00,  0.45898,  0.02829
1418, 285,  0.15535, -0.06972, -0.22593, -0.20366, -0.53076, -0.82269,  0.12063,  0.82029, -0.55908, -1.00,  0.45947,  0.04105
1419, 292,  0.17293, -0.07299, -0.22827,  0.26088, -0.54783, -0.79488,  0.13334,  0.83594, -0.53237, -1.00,  0.45898,  0.02829
1420, 291,  0.14865, -0.11126, -0.1948, -0.22988, -0.72886, -0.64492,  0.09436,  0.64285, -0.76016, -1.00,  0.42725,  0.04105
1421, 285,  0.15535, -0.06972, -0.22593, -0.20366, -0.53076, -0.82269,  0.12063,  0.82029, -0.55908, -1.00,  0.45947,  0.04105
1422, 293,  0.16656, -0.11401, -0.19727,  0.25557, -0.75401, -0.60511,  0.1117,  0.64473, -0.7562, -1.00,  0.42651,  0.02829
1423, 290,  0.14235, -0.1505, -0.1298, -0.22427, -0.90642, -0.35792,  0.05571,  0.35475, -0.9333, -1.00,  0.37451,  0.04105
1424, 291,  0.14865, -0.11126, -0.1948, -0.22988, -0.72886, -0.64492,  0.09436,  0.64285, -0.76016, -1.00,  0.42725,  0.04105
1425, 292,  0.17293, -0.07299, -0.22827,  0.26088, -0.54783, -0.79488,  0.13334,  0.83594, -0.53237, -1.00,  0.45898,  0.02829
1426, 293,  0.16656, -0.11401, -0.19727,  0.25557, -0.75401, -0.60511,  0.1117,  0.64473, -0.7562, -1.00,  0.42651,  0.02829
1427, 291,  0.14865, -0.11126, -0.1948, -0.22988, -0.72886, -0.64492,  0.09436,  0.64285, -0.76016, -1.00,  0.42725,  0.04105
1428, 294,  0.1744, -0.06925, -0.21937,  0.72779,  0.2667,  0.63182,  0.14109,  0.84335, -0.51852, -1.00,  0.45898,  0.02135
1429, 292,  0.17293, -0.07299, -0.22827,  0.26088, -0.54783, -0.79488,  0.13334,  0.83594, -0.53237, -1.00,  0.45898,  0.02829
1430, 286,  0.17802, -0.03837, -0.24609,  0.2777, -0.19219, -0.94125,  0.05294,  0.98136, -0.18476, -1.00,  0.48511,  0.02829
1431, 294,  0.1744, -0.06925, -0.21937,  0.72779,  0.2667,  0.63182,  0.14109,  0.84335, -0.51852, -1.00,  0.45898,  0.02135
1432, 286,  0.17802, -0.03837, -0.24609,  0.2777, -0.19219, -0.94125,  0.05294,  0.98136, -0.18476, -1.00,  0.48511,  0.02829
1433, 295,  0.17909, -0.03683, -0.2356,  0.8109,  0.02483,  0.58466,  0.21689,  0.91519, -0.33968, -1.00,  0.48511,  0.02135
1434, 295,  0.17909, -0.03683, -0.2356,  0.8109,  0.02483,  0.58466,  0.21689,  0.91519, -0.33968, -1.00,  0.48511,  0.02135
1435, 296,  0.16054, -0.06763, -0.21965,  0.1309,  0.49947,  0.85638,  0.1295,  0.8478, -0.51426, -1.00,  0.45898,  0.01138
1436, 294,  0.1744, -0.06925, -0.21937,  0.72779,  0.2667,  0.63182,  0.14109,  0.84335, -0.51852, -1.00,  0.45898,  0.02135
1437, 295,  0.17909, -0.03683, -0.2356,  0.8109,  0.02483,  0.58466,  0.21689,  0.91519, -0.33968, -1.00,  0.48511,  0.02135
1438, 297,  0.1655, -0.03378, -0.2303,  0.19579,  0.1293,  0.97208,  0.16764,  0.97226, -0.16309, -1.00,  0.48511,  0.01138
1439, 296,  0.16054, -0.06763, -0.21965,  0.1309,  0.49947,  0.85638,  0.1295,  0.8478, -0.51426, -1.00,  0.45898,  0.01138
1440, 294,  0.1744, -0.06925, -0.21937,  0.72779,  0.2667,  0.63182,  0.14109,  0.84335, -0.51852, -1.00,  0.45898,  0.02135
1441, 296,  0.16054, -0.06763, -0.21965,  0.1309,  0.49947,  0.85638,  0.1295,  0.8478, -0.51426, -1.00,  0.45898,  0.01138
1442, 298,  0.1546, -0.10452, -0.19084,  0.0843,  0.76742,  0.63558,  0.10379,  0.62761, -0.77157, -1.00,  0.42651,  0.01138
1443, 299,  0.16845, -0.10619, -0.19056,  0.71689,  0.49178,  0.49419,  0.08454,  0.64229, -0.76179, -1.00,  0.42651,  0.02135
1444, 292,  0.17293, -0.07299, -0.22827,  0.26088, -0.54783, -0.79488,  0.13334,  0.83594, -0.53237, -1.00,  0.45898,  0.02829
1445, 294,  0.1744, -0.06925, -0.21937,  0.72779,  0.2667,  0.63182,  0.14109,  0.84335, -0.51852, -1.00,  0.45898,  0.02135
1446, 294,  0.1744, -0.06925, -0.21937,  0.72779,  0.2667,  0.63182,  0.14109,  0.84335, -0.51852, -1.00,  0.45898,  0.02135
1447, 298,  0.1546, -0.10452, -0.19084,  0.0843,  0.76742,  0.63558,  0.10379,  0.62761, -0.77157, -1.00,  0.42651,  0.01138
1448, 299,  0.16845, -0.10619, -0.19056,  0.71689,  0.49178,  0.49419,  0.08454,  0.64229, -0.76179, -1.00,  0.42651,  0.02135
1449, 299,  0.16845, -0.10619, -0.19056,  0.71689,  0.49178,  0.49419,  0.08454,  0.64229, -0.76179, -1.00,  0.42651,  0.02135
1450, 293,  0.16656, -0.11401, -0.19727,  0.25557, -0.75401, -0.60511,  0.1117,  0.64473, -0.7562, -1.00,  0.42651,  0.02829
1451, 292,  0.17293, -0.07299, -0.22827,  0.26088, -0.54783, -0.79488,  0.13334,  0.83594, -0.53237, -1.00,  0.45898,  0.02829
1452, 299,  0.16845, -0.10619, -0.19056,  0.71689,  0.49178,  0.49419,  0.08454,  0.64229, -0.76179, -1.00,  0.42651,  0.02135
1453, 298,  0.1546, -0.10452, -0.19084,  0.0843,  0.76742,  0.63558,  0.10379,  0.62761, -0.77157, -1.00,  0.42651,  0.01138
1454, 300,  0.14833, -0.14241, -0.1278,  0.11673,  0.93024,  0.34788,  0.05706,  0.34342, -0.93745, -1.00,  0.3728,  0.01138
1455, 299,  0.16845, -0.10619, -0.19056,  0.71689,  0.49178,  0.49419,  0.08454,  0.64229, -0.76179, -1.00,  0.42651,  0.02135
1456, 300,  0.14833, -0.14241, -0.1278,  0.11673,  0.93024,  0.34788,  0.05706,  0.34342, -0.93745, -1.00,  0.3728,  0.01138
1457, 301,  0.16217, -0.14425, -0.12765,  0.72388,  0.63321,  0.27394,  0.0558,  0.34203, -0.93803, -1.00,  0.3728,  0.02135
1458, 301,  0.16217, -0.14425, -0.12765,  0.72388,  0.63321,  0.27394,  0.0558,  0.34203, -0.93803, -1.00,  0.3728,  0.02135
1459, 293,  0.16656, -0.11401, -0.19727,  0.25557, -0.75401, -0.60511,  0.1117,  0.64473, -0.7562, -1.00,  0.42651,  0.02829
1460, 299,  0.16845, -0.10619, -0.19056,  0.71689,  0.49178,  0.49419,  0.08454,  0.64229, -0.76179, -1.00,  0.42651,  0.02135
1461, 301,  0.16217, -0.14425, -0.12765,  0.72388,  0.63321,  0.27394,  0.0558,  0.34203, -0.93803, -1.00,  0.3728,  0.02135
1462, 300,  0.14833, -0.14241, -0.1278,  0.11673,  0.93024,  0.34788,  0.05706,  0.34342, -0.93745, -1.00,  0.3728,  0.01138
1463, 302,  0.14653, -0.1529, -0.05843,  0.12464,  0.99191, -0.02426, -0.0025, -0.02413, -0.99971, -1.00,  0.31787,  0.01138
1464, 293,  0.16656, -0.11401, -0.19727,  0.25557, -0.75401, -0.60511,  0.1117,  0.64473, -0.7562, -1.00,  0.42651,  0.02829
1465, 303,  0.16043, -0.15272, -0.13061,  0.26229, -0.90963, -0.32214,  0.04926,  0.34601, -0.93694, -1.00,  0.3728,  0.02829
1466, 290,  0.14235, -0.1505, -0.1298, -0.22427, -0.90642, -0.35792,  0.05571,  0.35475, -0.9333, -1.00,  0.37451,  0.04105
1467, 301,  0.16217, -0.14425, -0.12765,  0.72388,  0.63321,  0.27394,  0.0558,  0.34203, -0.93803, -1.00,  0.3728,  0.02135
1468, 303,  0.16043, -0.15272, -0.13061,  0.26229, -0.90963, -0.32214,  0.04926,  0.34601, -0.93694, -1.00,  0.3728,  0.02829
1469, 293,  0.16656, -0.11401, -0.19727,  0.25557, -0.75401, -0.60511,  0.1117,  0.64473, -0.7562, -1.00,  0.42651,  0.02829
1470, 303,  0.16043, -0.15272, -0.13061,  0.26229, -0.90963, -0.32214,  0.04926,  0.34601, -0.93694, -1.00,  0.3728,  0.02829
1471, 289,  0.14102, -0.16117, -0.05839, -0.20453, -0.97853,  0.02558, -0.00436, -0.02522, -0.99967, -1.00,  0.3186,  0.04105
1472, 290,  0.14235, -0.1505, -0.1298, -0.22427, -0.90642, -0.35792,  0.05571,  0.35475, -0.9333, -1.00,  0.37451,  0.04105
